CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Credit_Limit,Total_Trans_Amt,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
770590758,Existing Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,29,3378,1285,0.333,0.316
718490658,Existing Customer,50,F,1,Graduate,Single,Less than $40K,Blue,36,5012,1142,1,0.447
711985833,Existing Customer,38,F,4,Uneducated,Single,Less than $40K,Blue,30,2569,1190,0.643,0.625
708967608,Existing Customer,53,F,1,Graduate,Single,Less than $40K,Blue,45,3471,1052,0.714,0.514
718505958,Existing Customer,43,M,5,Graduate,Divorced,$120K +,Silver,31,34516,1628,0.727,0.049
715024233,Existing Customer,53,M,1,High School,Married,$120K +,Blue,36,3312,1740,0.882,0.557
779249583,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,38,2578,1378,0.812,0.955
778928283,Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,39,2742,1389,0.6,0.846
712299858,Existing Customer,62,M,1,High School,Married,Less than $40K,Blue,53,2077,1365,1,0.756
799224108,Existing Customer,46,F,4,Graduate,Single,Less than $40K,Blue,40,6265,1715,0.87,0.31
809976033,Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,44,7819,1582,0.786,0.2
716203308,Existing Customer,52,M,3,Graduate,Single,$80K - $120K,Blue,42,2731,1220,0.692,0.62
714871683,Attrited Customer,58,M,1,Uneducated,Married,$40K - $60K,Blue,36,1438.3,715,0.182,0.373
716139933,Existing Customer,54,M,0,High School,Married,$80K - $120K,Blue,36,16286,2552,1.227,0.105
716984658,Existing Customer,49,M,1,Graduate,Married,$120K +,Blue,39,34516,1106,0.938,0
713086008,Existing Customer,58,F,3,High School,Married,Less than $40K,Blue,47,2609,1731,1.833,0.935
713773458,Existing Customer,52,M,2,High School,Single,$60K - $80K,Blue,45,7567,1435,0.6,0.155
719242533,Existing Customer,41,M,5,High School,Married,$60K - $80K,Blue,33,22770,1882,0.652,0.111
772712658,Existing Customer,62,F,0,Uneducated,Married,Less than $40K,Blue,50,3791,2058,0.789,0.435
788868858,Existing Customer,54,M,2,Graduate,Married,Less than $40K,Blue,39,2702,1658,1.462,0.932
811898133,Existing Customer,40,F,3,High School,Divorced,Less than $40K,Blue,35,2555,1334,0.6,0.829
788808633,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,26,2355,1441,0.812,0.463
779804208,Existing Customer,53,F,2,Graduate,Single,$40K - $60K,Blue,42,5332,1371,1.167,0
781391058,Existing Customer,55,M,1,Uneducated,Single,$40K - $60K,Blue,49,1443,1991,0.583,0.953
790134408,Existing Customer,46,M,4,Graduate,Single,$60K - $80K,Blue,39,10741,1278,1.444,0.07
788853258,Existing Customer,41,M,1,Uneducated,Married,$60K - $80K,Blue,25,7984,1734,1.167,0.188
711857733,Existing Customer,49,M,3,Uneducated,Single,$60K - $80K,Blue,32,18584,1330,1.125,0.135
719554758,Existing Customer,46,M,2,Uneducated,Married,$80K - $120K,Blue,38,34516,1672,0.524,0.063
711643458,Existing Customer,50,F,1,Uneducated,Married,Less than $40K,Blue,43,1438.3,1439,1.05,0
788830683,Existing Customer,40,M,2,Graduate,Single,$80K - $120K,Blue,24,2478,1558,0.938,0.82
807030858,Existing Customer,51,M,4,High School,Single,$120K +,Blue,46,34516,1795,0.679,0.066
793059108,Existing Customer,50,F,2,Graduate,Married,$40K - $60K,Blue,44,2339,893,0.375,0.616
716568708,Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,36,2726,1099,0.588,0
717229158,Existing Customer,36,F,4,Graduate,Married,$40K - $60K,Blue,36,1628,1893,2.75,0.595
715915458,Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,34,3156,1151,1.385,0.521
819129858,Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,41,4745,1519,0.938,0.268
713441958,Existing Customer,46,M,2,High School,Married,$120K +,Blue,36,19727,1245,0.786,0.09
719091333,Existing Customer,52,M,0,Uneducated,Married,$60K - $80K,Blue,36,22720,1102,0.286,0.035
714914583,Existing Customer,40,F,4,Graduate,Single,Less than $40K,Blue,27,3751,1060,1.308,0.405
714363858,Existing Customer,54,F,4,High School,Married,Less than $40K,Blue,36,1594,1459,1.188,0.885
721347408,Existing Customer,55,F,1,High School,Single,Less than $40K,Blue,43,2569,1456,0.444,0.546
772047183,Existing Customer,45,M,4,High School,Married,$40K - $60K,Blue,34,3104,1353,1.182,0.569
714217908,Existing Customer,49,M,3,Graduate,Married,$40K - $60K,Blue,41,2406,1173,0.391,0.648
714819183,Existing Customer,63,M,1,Uneducated,Married,$80K - $120K,Blue,36,24571,1746,1,0.08
716455683,Existing Customer,40,F,3,High School,Single,Less than $40K,Gold,36,15534,1279,0.867,0.047
710865633,Existing Customer,41,F,2,Graduate,Married,Less than $40K,Silver,33,12301,1307,0.261,0.183
752952108,Existing Customer,37,M,4,Graduate,Married,$80K - $120K,Blue,26,2846,1473,1.176,0.639
712595433,Existing Customer,58,M,2,Uneducated,Unknown,$120K +,Blue,49,9788,1805,0.762,0.183
714982383,Existing Customer,55,M,2,High School,Married,$60K - $80K,Blue,36,7231,1421,1.3,0.329
813814008,Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,48,2324,1272,1.312,0.678
794545983,Existing Customer,57,M,2,Graduate,Married,$80K - $120K,Blue,40,12208,1409,0.619,0.162
708288108,Attrited Customer,43,M,4,Post-Graduate,Unknown,$80K - $120K,Blue,30,5639,647,0.364,0.274
715585158,Existing Customer,58,M,1,Graduate,Married,$60K - $80K,Blue,46,10021,1275,0.667,0.161
789863208,Existing Customer,54,F,2,Graduate,Married,Less than $40K,Blue,44,2027,1702,0.947,0.73
715022133,Existing Customer,53,M,2,Graduate,Married,$60K - $80K,Blue,47,6363,1256,1,0.183
712506708,Existing Customer,39,F,3,College,Single,Less than $40K,Blue,25,3920,3178,0.656,0.512
715699983,Existing Customer,56,M,3,High School,Married,$60K - $80K,Blue,36,9226,1626,1.636,0.134
712459233,Existing Customer,59,F,1,Post-Graduate,Married,$40K - $60K,Blue,46,1944,1960,0.727,0.692
716545383,Existing Customer,42,M,3,Uneducated,Single,$40K - $60K,Blue,36,9599,1154,1.235,0.162
721144383,Existing Customer,42,M,4,Graduate,Married,$60K - $80K,Silver,28,28202,1629,0.727,0.03
821837958,Existing Customer,43,M,3,College,Unknown,$80K - $120K,Blue,39,24850,1226,0.923,0.067
804359133,Existing Customer,55,M,0,High School,Married,$120K +,Blue,49,3805,1743,0.929,0.587
713308683,Existing Customer,52,M,1,Uneducated,Single,$80K - $120K,Blue,37,2733,1139,0.444,0.478
788780958,Existing Customer,46,M,1,Uneducated,Unknown,$40K - $60K,Blue,27,12781,1073,0.4,0.098
717354558,Attrited Customer,57,M,2,Uneducated,Married,$120K +,Blue,40,3106,683,0.7,0.361
798473808,Existing Customer,48,M,3,College,Married,$80K - $120K,Blue,42,7477,1159,0.684,0
715192308,Existing Customer,48,M,2,High School,Married,$120K +,Blue,36,29963,1205,0.867,0.07
708813033,Existing Customer,47,M,1,Graduate,Single,$40K - $60K,Blue,36,6509,1409,0.37,0.312
714639783,Attrited Customer,42,M,3,College,Married,$60K - $80K,Blue,34,13450,1000,0.059,0
709311633,Existing Customer,41,M,2,Graduate,Unknown,$60K - $80K,Silver,36,27000,1209,0.3,0
709470858,Existing Customer,51,M,4,College,Married,$120K +,Silver,31,34516,1366,0.786,0.036
717292758,Existing Customer,55,F,2,Graduate,Single,Less than $40K,Blue,47,6347,1161,0.375,0
779241783,Existing Customer,67,M,1,Uneducated,Married,$40K - $60K,Blue,49,3106,1512,0.407,0.539
715205358,Existing Customer,39,M,1,Graduate,Married,$60K - $80K,Blue,31,2536,1750,1.333,0.36
778871508,Existing Customer,54,M,3,Post-Graduate,Single,$60K - $80K,Blue,35,13048,1170,0.846,0.15
710147958,Existing Customer,47,M,3,High School,Married,$40K - $60K,Silver,36,16138,1198,0.833,0.077
709864833,Existing Customer,49,M,2,Post-Graduate,Married,$60K - $80K,Blue,38,8077,1329,0.444,0.243
778868958,Attrited Customer,42,F,2,Graduate,Married,Less than $40K,Blue,23,1929,857,1.118,0.867
710004933,Existing Customer,44,M,5,Uneducated,Married,$60K - $80K,Blue,36,8645,1435,1.778,0.168
710940183,Attrited Customer,49,F,3,Graduate,Married,Less than $40K,Blue,38,2185,715,0.818,0
718927533,Existing Customer,45,M,3,Graduate,Single,$80K - $120K,Blue,32,24487,1512,0.909,0.103
719337408,Existing Customer,63,M,0,High School,Married,$60K - $80K,Blue,36,2567,2399,0.955,0
772308408,Existing Customer,44,M,3,Graduate,Single,$80K - $120K,Blue,33,4131,906,1.2,0.19
712981383,Existing Customer,44,F,4,College,Married,Less than $40K,Silver,37,10790,1052,1.286,0.179
790099758,Existing Customer,40,M,3,High School,Married,$40K - $60K,Blue,33,6884,975,0.833,0.145
709547658,Attrited Customer,39,M,2,Uneducated,Single,$60K - $80K,Blue,36,13961,783,0.667,0.093
778770783,Existing Customer,42,M,4,High School,Married,$80K - $120K,Blue,30,29801,990,0.909,0.064
713134458,Existing Customer,54,M,3,High School,Married,$120K +,Blue,43,13219,1097,0.5,0
713639958,Existing Customer,46,F,4,Graduate,Divorced,Less than $40K,Blue,36,9478,1327,0.864,0.087
711089733,Existing Customer,50,F,2,College,Divorced,Less than $40K,Blue,36,1491,1058,0.889,0
716988633,Existing Customer,55,M,0,High School,Divorced,$60K - $80K,Blue,46,9734,1476,0.9,0
779031033,Existing Customer,46,F,2,Graduate,Married,$40K - $60K,Blue,22,2305,1230,0.565,0.706
716302383,Existing Customer,47,F,4,Uneducated,Married,$40K - $60K,Blue,36,14241,1581,0.833,0.146
721333233,Existing Customer,40,M,4,Doctorate,Divorced,$60K - $80K,Blue,34,23138,1612,1.438,0.075
814995933,Existing Customer,58,F,3,Graduate,Married,Less than $40K,Blue,53,5798,1724,0.452,0.309
721469433,Existing Customer,48,M,3,Graduate,Single,$40K - $60K,Blue,36,6880,1784,0.944,0.202
788386908,Existing Customer,48,M,3,Graduate,Unknown,$80K - $120K,Platinum,41,34516,1156,1.071,0.044
717198633,Existing Customer,53,F,2,College,Married,$40K - $60K,Blue,34,2075,2556,1.13,0.708
767695083,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,44,4589,1590,0.37,0
711791583,Attrited Customer,52,F,1,Graduate,Single,Less than $40K,Blue,40,2317,884,0.727,0
712315683,Attrited Customer,53,F,2,Uneducated,Single,Less than $40K,Blue,45,1981,973,0.923,0.766
710038008,Existing Customer,56,F,1,Graduate,Single,$40K - $60K,Blue,47,6038,1447,0.875,0
718349058,Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue,39,29659,1193,0.615,0.039
789842283,Attrited Customer,54,M,2,Graduate,Married,$60K - $80K,Blue,42,4320,706,0.5,0
714900408,Existing Customer,41,F,4,High School,Single,Less than $40K,Blue,31,5773,1306,0.5,0
719418933,Attrited Customer,53,M,2,Uneducated,Married,$80K - $120K,Blue,36,4503,748,0.429,0
720115683,Existing Customer,47,M,3,Uneducated,Married,$80K - $120K,Blue,36,29770,1774,2,0.053
779504058,Existing Customer,46,F,2,Post-Graduate,Married,Less than $40K,Blue,28,5014,1209,1.5,0.381
795979833,Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,47,3445,1074,0.632,0.312
717392358,Existing Customer,60,M,1,Graduate,Married,$80K - $120K,Blue,50,23412,1786,0.786,0.046
718640508,Existing Customer,59,F,0,Graduate,Single,Less than $40K,Blue,46,3044,1456,0.714,0.529
709230708,Existing Customer,56,M,4,Uneducated,Single,Less than $40K,Blue,36,3864,1470,0.235,0.428
781794708,Attrited Customer,35,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,29,17030,715,0.562,0.112
801383808,Existing Customer,50,M,3,Graduate,Single,$60K - $80K,Blue,44,23090,1198,1,0.036
710677608,Existing Customer,53,M,2,Post-Graduate,Unknown,$80K - $120K,Blue,36,29205,1556,1.048,0.041
708217758,Existing Customer,63,M,2,Graduate,Married,$60K - $80K,Blue,49,14035,1606,1.5,0.147
714272658,Attrited Customer,43,F,2,Uneducated,Single,Less than $40K,Blue,24,2962,929,0.409,0.85
711864783,Existing Customer,61,M,1,Uneducated,Single,$60K - $80K,Blue,46,2201,1199,0.6,0.517
719407983,Existing Customer,37,F,0,Post-Graduate,Married,Less than $40K,Blue,25,2061,2400,0.622,0.72
716804283,Existing Customer,41,M,2,Uneducated,Divorced,$120K +,Blue,29,15911,1270,0.833,0.056
767294658,Attrited Customer,56,M,2,College,Single,$120K +,Blue,50,16867,654,0.4,0
709122483,Existing Customer,56,M,3,Graduate,Married,$60K - $80K,Blue,37,2783,1909,0.688,0.548
708241233,Attrited Customer,52,F,3,Post-Graduate,Single,Less than $40K,Blue,47,2972,922,0.562,0
717860358,Existing Customer,40,F,3,High School,Single,$40K - $60K,Blue,36,5124,1158,0.355,0.436
789337233,Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Blue,53,2880,1323,0.444,0.82
720902133,Existing Customer,58,M,1,High School,Single,$40K - $60K,Blue,46,5579,1025,0.667,0
711870333,Existing Customer,46,M,2,Uneducated,Divorced,$80K - $120K,Blue,36,34516,1628,1.217,0.046
708398283,Existing Customer,37,F,1,Graduate,Married,$40K - $60K,Blue,29,4394,1377,0.684,0.201
715878183,Existing Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,35,18325,1517,0.65,0.039
719451483,Existing Customer,46,F,4,Post-Graduate,Married,Less than $40K,Blue,37,3773,1528,1.083,0.523
709110633,Existing Customer,41,M,1,Graduate,Single,$80K - $120K,Blue,29,21684,1329,0.6,0.081
721059033,Existing Customer,48,F,3,High School,Divorced,$40K - $60K,Blue,40,1919,1505,0.737,0.403
779912283,Existing Customer,49,F,3,Graduate,Single,$40K - $60K,Blue,33,9995,1172,0.462,0.171
717701733,Existing Customer,44,M,2,Graduate,Married,$80K - $120K,Blue,35,11910,1646,1.294,0.176
709913733,Existing Customer,39,F,3,College,Married,Less than $40K,Blue,36,2279,1693,1.286,0.671
718768158,Existing Customer,57,M,1,College,Single,$40K - $60K,Blue,48,3539,1336,0.211,0
721375308,Existing Customer,48,M,3,High School,Married,$80K - $120K,Blue,36,30579,1289,0.727,0.044
711374283,Existing Customer,47,M,3,High School,Single,$80K - $120K,Blue,42,24480,1416,0.778,0.079
778465533,Existing Customer,54,F,0,College,Married,Less than $40K,Blue,40,1638,1885,0.545,0
712138983,Existing Customer,54,M,1,Graduate,Married,$60K - $80K,Blue,36,2947,1744,0.606,0.752
716920908,Existing Customer,52,M,4,High School,Married,$80K - $120K,Blue,42,5738,1922,0.655,0.194
711195558,Existing Customer,59,M,1,College,Single,$40K - $60K,Blue,48,7251,1300,0.8,0.221
712024908,Existing Customer,56,F,1,College,Married,Less than $40K,Blue,36,2641,1439,1.053,0.476
714893733,Existing Customer,55,M,1,High School,Married,$80K - $120K,Blue,45,16794,1917,0.941,0.048
754886958,Existing Customer,48,F,3,College,Divorced,$40K - $60K,Blue,41,9336,1391,0.625,0.179
710104908,Existing Customer,56,F,5,College,Single,Less than $40K,Blue,43,2763,1246,0.824,0.911
710558883,Existing Customer,41,M,3,Uneducated,Married,$60K - $80K,Blue,36,17391,1248,0.688,0.06
713827383,Existing Customer,65,F,1,High School,Married,Less than $40K,Blue,36,3198,1936,1.316,0.78
720267033,Existing Customer,34,M,4,Post-Graduate,Single,$80K - $120K,Blue,26,5100,2375,0.575,0.35
712049208,Existing Customer,56,M,3,Post-Graduate,Married,$60K - $80K,Blue,39,3955,1238,1.083,0.636
708688608,Existing Customer,62,F,1,High School,Married,Less than $40K,Blue,48,3140,1626,0.864,0.632
713217858,Existing Customer,38,F,2,Uneducated,Single,Less than $40K,Blue,32,2264,1204,0.333,0
711019308,Existing Customer,58,M,2,High School,Single,$60K - $80K,Blue,45,6385,1612,0.88,0.24
768600558,Existing Customer,41,F,4,Graduate,Single,$40K - $60K,Blue,31,2375,1071,1,0.698
710202783,Existing Customer,33,M,2,Graduate,Married,$60K - $80K,Blue,13,1963,1378,0.762,0.877
712899333,Existing Customer,47,F,4,College,Single,Less than $40K,Blue,37,4256,1100,0.381,0.255
767036433,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,49,5097,2052,0.607,0.226
793473033,Existing Customer,51,M,1,Graduate,Single,$60K - $80K,Blue,45,3228,1349,1.357,0.78
721232058,Existing Customer,49,M,1,Graduate,Unknown,$40K - $60K,Silver,41,20231,1215,0.714,0.048
717998058,Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,13,2585,2644,0.481,0.781
779610033,Attrited Customer,58,M,1,College,Married,$80K - $120K,Blue,47,12151,918,0.556,0.148
827332983,Existing Customer,46,M,3,High School,Single,$80K - $120K,Gold,42,34516,1362,1.214,0.061
721183983,Existing Customer,48,M,4,High School,Married,$120K +,Blue,31,34516,1222,0.85,0.029
718426533,Existing Customer,42,M,4,Uneducated,Divorced,$60K - $80K,Blue,32,5504,1364,0.684,0
710698233,Existing Customer,37,M,4,Graduate,Married,$80K - $120K,Blue,28,10021,1463,1,0.12
793581933,Existing Customer,50,M,3,High School,Single,$40K - $60K,Silver,44,19853,1878,0.41,0.076
719229708,Existing Customer,41,F,1,High School,Single,$40K - $60K,Blue,31,4969,1489,0.455,0.169
715158483,Existing Customer,48,F,3,Graduate,Divorced,Less than $40K,Blue,40,3117,1437,0.609,0.514
809296308,Existing Customer,46,M,2,College,Single,$80K - $120K,Blue,41,21526,1313,0.609,0.108
778176108,Existing Customer,61,M,0,High School,Single,$60K - $80K,Blue,51,5504,1290,0.462,0.257
717049533,Existing Customer,39,F,3,Doctorate,Unknown,$40K - $60K,Blue,28,7262,1438,0.556,0.202
719366358,Existing Customer,51,M,3,High School,Married,$120K +,Blue,40,7319,1233,0.611,0.231
721417233,Attrited Customer,45,M,2,Graduate,Married,$60K - $80K,Blue,25,1438.3,709,0.421,0
714578283,Existing Customer,47,M,1,Graduate,Married,$60K - $80K,Blue,37,2053,1283,1.154,0
769574883,Existing Customer,41,M,2,High School,Married,$40K - $60K,Blue,32,12804,1101,0.276,0.197
717643608,Existing Customer,48,M,4,College,Married,$80K - $120K,Blue,36,26443,1593,0.333,0.061
709198158,Existing Customer,50,F,4,Graduate,Single,Less than $40K,Blue,36,3125,1631,0.533,0.617
712419708,Existing Customer,56,F,2,Post-Graduate,Married,Less than $40K,Blue,48,4930,2194,0.606,0.458
709103358,Existing Customer,39,F,2,College,Single,Less than $40K,Blue,36,9476,1128,0.929,0
716966808,Existing Customer,47,M,1,Graduate,Married,$80K - $120K,Blue,37,11722,1497,0.25,0.142
772264383,Existing Customer,44,M,2,Graduate,Single,$120K +,Blue,33,13301,1385,0.515,0
769137108,Attrited Customer,43,F,2,Post-Graduate,Married,Less than $40K,Blue,37,1438.3,974,0.273,0
717640083,Attrited Customer,59,M,1,High School,Married,$60K - $80K,Blue,36,6705,731,0.5,0
778686408,Existing Customer,48,M,1,College,Married,$60K - $80K,Blue,29,19324,1744,0.852,0.054
715015683,Existing Customer,44,M,2,Graduate,Single,$40K - $60K,Blue,34,5331,1766,0.625,0.374
710462433,Existing Customer,45,M,4,Graduate,Single,$60K - $80K,Blue,30,17625,1773,1.053,0.051
721342383,Existing Customer,39,M,2,Graduate,Married,$80K - $120K,Blue,34,17438,1860,0.85,0
720179883,Existing Customer,40,M,4,College,Unknown,$80K - $120K,Blue,25,1962,1179,0.688,0
794977533,Attrited Customer,62,M,0,High School,Married,$60K - $80K,Blue,56,8077,906,0.333,0
779445108,Existing Customer,26,M,0,Graduate,Single,$40K - $60K,Blue,13,3290,2781,0.35,0.491
718193958,Existing Customer,60,M,0,Uneducated,Single,Less than $40K,Blue,53,2402,1650,0.606,0.719
710955633,Existing Customer,54,F,3,Doctorate,Single,Less than $40K,Blue,42,9256,1446,0.762,0.216
716149383,Existing Customer,62,M,0,Graduate,Married,$60K - $80K,Blue,36,3674,1703,0.371,0.244
752604633,Attrited Customer,57,M,2,College,Married,$40K - $60K,Blue,50,6462,761,0.214,0
713889933,Existing Customer,59,M,0,Graduate,Single,$40K - $60K,Blue,48,1638,1536,0.63,0
709446783,Existing Customer,46,M,4,Graduate,Single,$60K - $80K,Blue,38,4335,1373,1.118,0.572
789115833,Existing Customer,44,M,4,High School,Single,$60K - $80K,Blue,32,3233,1256,0.706,0.32
787623858,Existing Customer,43,M,2,Uneducated,Divorced,$120K +,Silver,24,34516,1215,0.406,0.056
709040508,Existing Customer,57,M,4,Uneducated,Married,$120K +,Blue,38,19802,2244,0.706,0.099
708864708,Existing Customer,46,M,3,College,Unknown,$80K - $120K,Blue,36,24869,1409,0.5,0.07
717758583,Existing Customer,40,M,3,High School,Unknown,$60K - $80K,Blue,36,3624,1469,1.091,0.545
717956283,Existing Customer,57,F,1,Graduate,Single,$40K - $60K,Blue,48,10953,1277,0.526,0.178
721379433,Existing Customer,44,M,4,Graduate,Married,$60K - $80K,Blue,28,11338,1227,0.5,0
712027683,Existing Customer,47,F,2,Doctorate,Married,Less than $40K,Blue,35,5544,1336,0.652,0.214
716027208,Existing Customer,47,M,4,Doctorate,Married,$60K - $80K,Blue,36,19665,1110,0.349,0.036
720475233,Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,43,2927,1474,0.857,0.482
712275108,Existing Customer,53,F,3,College,Married,$40K - $60K,Blue,33,5146,1955,0.76,0.314
718121658,Attrited Customer,56,M,1,College,Married,$60K - $80K,Blue,44,1704,660,0.308,0
